"Station Name","ESQUIMALT HARBOUR"
"Province","BRITISH COLUMBIA"
"Latitude","48.43"
"Longitude","-123.44"
"Elevation","3.00"
"Climate Identifier","1012710"
"WMO Identifier","71798"
"TC Identifier","WPF"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2015-11-19","2015","11","19","","8.4","","2.8","","5.6","","12.4","","0.0","","","M","","M","0.0","","","","2","","35",""
"2015-11-20","2015","11","20","","7.1","","0.8","","4.0","","14.0","","0.0","","","M","","M","0.0","","","","2","","35",""
"2015-11-21","2015","11","21","","7.9","","2.5","","5.2","","12.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-11-22","2015","11","22","","9.8","","2.4","","6.1","","11.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-11-23","2015","11","23","","7.4","","4.3","","5.9","","12.1","","0.0","","","M","","M","4.0","","","","","","<31",""
"2015-11-24","2015","11","24","","8.4","","4.1","","6.3","","11.7","","0.0","","","M","","M","0.2","","","","36","","44",""
"2015-11-25","2015","11","25","","8.1","","1.3","","4.7","","13.3","","0.0","","","M","","M","0.0","","","","3","","35",""
"2015-11-26","2015","11","26","","8.3","","0.8","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-11-27","2015","11","27","","7.7","","1.6","","4.7","","13.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-11-28","2015","11","28","","7.5","","1.0","","4.3","","13.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-11-29","2015","11","29","","6.2","","0.7","","3.5","","14.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-11-30","2015","11","30","","5.5","","0.2","","2.9","","15.1","","0.0","","","M","","M","","M","","","","","<31",""
"2015-12-01","2015","12","01","","9.4","","5.3","","7.4","","10.6","","0.0","","","M","","M","3.8","","","","","","<31",""
"2015-12-02","2015","12","02","","","M","7.5","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2015-12-03","2015","12","03","","12.4","","9.1","","10.8","","7.2","","0.0","","","M","","M","5.2","","","","17","","48",""
"2015-12-04","2015","12","04","","9.8","","6.4","","8.1","","9.9","","0.0","","","M","","M","3.4","","","","22","","32",""
"2015-12-05","2015","12","05","","9.8","","6.5","","8.2","","9.8","","0.0","","","M","","M","2.0","","","","9","","37",""
"2015-12-06","2015","12","06","","12.1","","7.6","","9.9","","8.1","","0.0","","","M","","M","2.2","","","","15","","32",""
"2015-12-07","2015","12","07","","11.2","","8.6","","9.9","","8.1","","0.0","","","M","","M","8.6","","","","","","<31",""
"2015-12-08","2015","12","08","","14.1","","8.2","","11.2","","6.8","","0.0","","","M","","M","30.4","","","","23","","63",""
"2015-12-09","2015","12","09","","11.4","","6.4","","8.9","","9.1","","0.0","","","M","","M","22.2","","","","21","","65",""
"2015-12-10","2015","12","10","","10.9","","6.8","","8.9","","9.1","","0.0","","","M","","M","4.8","","","","8","","48",""
"2015-12-11","2015","12","11","","9.7","","3.8","","6.8","","11.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-12-12","2015","12","12","","10.2","","2.4","","6.3","","11.7","","0.0","","","M","","M","8.8","","","","20","","98",""
"2015-12-13","2015","12","13","","9.5","","6.6","","8.1","","9.9","","0.0","","","M","","M","7.4","","","","20","","80",""
"2015-12-14","2015","12","14","","7.5","","1.7","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-12-15","2015","12","15","","8.2","","1.6","","4.9","","13.1","","0.0","","","M","","M","0.6","","","","22","","32",""
"2015-12-16","2015","12","16","","6.0","","3.2","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-12-17","2015","12","17","","6.2","","3.6","","4.9","","13.1","","0.0","","","M","","M","12.8","","","","4","","37",""
"2015-12-18","2015","12","18","","8.7","","3.2","","6.0","","12.0","","0.0","","","M","","M","12.2","","","","23","","54",""
"2015-12-19","2015","12","19","","6.8","","2.5","","4.7","","13.3","","0.0","","","M","","M","0.4","","","","","","<31",""
"2015-12-20","2015","12","20","","8.2","","4.2","","6.2","","11.8","","0.0","","","M","","M","5.2","","","","19","","41",""
"2015-12-21","2015","12","21","","6.3","","3.3","","4.8","","13.2","","0.0","","","M","","M","5.8","","","","24","","33",""
"2015-12-22","2015","12","22","","6.8","","1.1","","4.0","","14.0","","0.0","","","M","","M","0.6","","","","","","<31",""
"2015-12-23","2015","12","23","","7.2","","3.1","","5.2","","12.8","","0.0","","","M","","M","13.2","","","","20","","67",""
"2015-12-24","2015","12","24","","6.5","","1.3","","3.9","","14.1","","0.0","","","M","","M","0.0","","","","20","","37",""
"2015-12-25","2015","12","25","","5.0","","1.9","","3.5","","14.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-12-26","2015","12","26","","6.2","","2.1","","4.2","","13.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-12-27","2015","12","27","","6.3","","3.9","","5.1","","12.9","","0.0","","","M","","M","4.4","","","","1","","32",""
"2015-12-28","2015","12","28","","5.3","","3.6","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-12-29","2015","12","29","","5.9","","2.8","","4.4","","13.6","","0.0","","","M","","M","1.0","","","","2","","32",""
"2015-12-30","2015","12","30","","4.3","","0.6","","2.5","","15.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2015-12-31","2015","12","31","","4.2","","0.3","","2.3","","15.7","","0.0","","","M","","M","0.0","","","","1","","33",""
