id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9300021,City Centre Heritage Garden Suite,17219914,Kathryn,,Downtown Eastside,49.27803,-123.08906,Entire home/apt,132,30,245,2018-10-01,6.37,1,224
9310267,Trimble Beach Cottage Non Smoking INCLUDES 2 Bikes,48328313,Elizabeth,,West Point Grey,49.27041,-123.20502,Entire home/apt,107,1,196,2019-04-27,4.97,1,11
9315705,Kitsilano 1 bedroom 1.5 bath near the beach.,17432096,Jack,,Kitsilano,49.26736,-123.16642,Entire home/apt,149,1,4,2019-03-27,0.28,2,219
9317149,Clean & Bright Private Room D/T,7318504,Jennifer,,Downtown,49.27556,-123.124,Private room,81,31,78,2018-09-19,2.02,1,173
9318501,Private Home,48363102,James,,Riley Park,49.24638,-123.10358,Entire home/apt,350,4,8,2018-07-17,0.21,1,16
9319614,Female only - long term until December,48372635,Rosa,,Kensington-Cedar Cottage,49.2571,-123.07413,Private room,60,30,7,2018-08-21,0.69,1,0
9320461,Garden suite in the heart of Kitsilano!,45662818,Marnie,,Kitsilano,49.26765,-123.16754,Private room,81,3,16,2019-01-14,0.56,2,0
9348626,Minimalist Architecture Home with City Views- Walk to Beach,39477066,Brent,,Kitsilano,49.27176,-123.18465,Entire home/apt,1000,3,3,2018-08-01,0.14,1,23
9353411,"Beautiful. Modern. Clean and Cute.
Month to month",3435373,Elizabeth,,Marpole,49.2091,-123.14113,Entire home/apt,93,30,2,2016-07-23,0.06,3,53
9412608,Kitsilano beach! Quick & easy bus to UBC/downtown,11156615,Tyler,,Kitsilano,49.26939,-123.1583,Private room,119,30,26,2017-12-13,0.62,3,101
9463446,Cozy 1 bdr studio with kitchen,1323325,Julie,,Renfrew-Collingwood,49.26141,-123.05599,Entire home/apt,85,2,119,2019-05-01,2.82,1,253
9463710,King-size Bed in the Sky + A/C ☆☆☆☆☆,733981,Jeff,,Downtown Eastside,49.28283,-123.10786,Entire home/apt,140,2,249,2019-04-26,5.86,1,93
9466070,Trendy Westside Gem Close to Beach,29412479,Leslie-Ann And Suzanne,,Kitsilano,49.26895,-123.15227,Entire home/apt,233,30,16,2018-08-08,0.39,6,294
9470782,Elegant Modern Main Street Condo,406594,Dawn,,Mount Pleasant,49.26695,-123.09956,Entire home/apt,110,2,50,2019-04-25,1.20,5,160
9490187,Bright Urban Retreat,16623975,Kayla,,West End,49.28163,-123.1256,Entire home/apt,144,90,4,2016-07-31,0.10,1,0
9515378,Stylish 1BR and Den with City View,406594,Dawn,,Downtown,49.27749,-123.11714,Entire home/apt,101,30,12,2018-09-13,0.51,5,242
9515931,"Modern, new laneway house.",9723161,Marina,,Hastings-Sunrise,49.26421,-123.05303,Entire home/apt,145,2,51,2019-05-01,1.24,1,0
9526461,#7 Great Room steps to beach!  30 day min stay.,31685027,Claude,,Kitsilano,49.27118,-123.15801,Private room,38,30,21,2016-08-18,0.53,13,334
9533778,2 Bedrm Main near Commercial Drive,26186733,Nicola,,Grandview-Woodland,49.27808,-123.06231,Entire home/apt,115,4,30,2019-03-31,0.79,1,29
9566479,Modern Mount Pleasant Apartment,19992509,Caitlin,,Mount Pleasant,49.26444,-123.10035,Entire home/apt,160,2,21,2018-09-09,0.51,1,0
9597706,Modern and Cozy Loft in Downtown,49675003,Anna,,Downtown,49.27847,-123.12289,Entire home/apt,174,2,50,2019-05-05,1.22,1,22
9615787,AMAZING 1 BED APT WITH PARKING,15611109,Betty,,Downtown,49.27766,-123.11936,Entire home/apt,115,30,185,2019-02-21,4.50,1,89
9636681,Stunning views in heart of Gastown,6773625,Sasha,,Downtown Eastside,49.28282,-123.10781,Entire home/apt,129,90,20,2019-03-30,0.48,4,3
9650827,Private Room in shared townhouse,8736790,Michael,,West End,49.29009,-123.1378,Private room,101,2,78,2019-05-08,2.03,1,31
9683779,PROMO Fully furnished 2BR w/PARKING! 30 nights min,29711345,Bruce,,Marpole,49.2099,-123.14201,Entire home/apt,129,30,54,2019-04-06,1.30,4,92
9684270,Luxury 2BR+2BH FURNISHED APT W/AC 30 nights min,29711345,Bruce,,Marpole,49.21076,-123.1406,Entire home/apt,130,30,51,2019-05-05,1.23,4,74
9700554,Gastown/Railtown Loft in Vancouver,4770709,James & Leanne,,Strathcona,49.28576,-123.09704,Entire home/apt,110,30,115,2019-03-14,2.92,1,251
9706793,"New Luxury Home on ""The Drive""",31827499,Robin,,Grandview-Woodland,49.27111,-123.0652,Entire home/apt,313,3,34,2019-02-18,0.90,1,219
9729113,Private Modern 2 BR Condo,16022248,Skyler,,Kensington-Cedar Cottage,49.25442,-123.08985,Entire home/apt,200,1,0,,,5,83
9761282,You will love Kitsilano!,7505765,Aurora,,Kitsilano,49.26416,-123.1739,Private room,60,3,1,2016-10-24,0.03,1,131
9779426,Convenient Monthly Downtown Private Bedroom&Bath,50415828,Li,,Downtown,49.27577,-123.12523,Private room,43,30,26,2019-04-30,0.70,2,249
9799596,Elegant 2 Bed/2 Bath Condo w/Parking,10355717,Thomas,,Downtown,49.28046,-123.10849,Entire home/apt,297,1,67,2019-04-21,1.60,3,34
9811578,Luxurious Private Home in Prestigious Neighborhood,3656529,Manager,,Kerrisdale,49.22436,-123.14904,Entire home/apt,256,31,43,2018-10-22,1.05,3,0
9865603,New Luxury Yaletown 1Br + Office/Pool/Seawall,50774137,Vancouvers Best Superhost!,,Downtown,49.27071,-123.12697,Entire home/apt,229,30,38,2019-03-01,1.02,3,113
9885062,#1 Sngl Room ~ 87 steps to Kits Beach,31685027,Claude,,Kitsilano,49.27287,-123.15824,Private room,38,30,32,2019-01-25,0.82,13,225
9885726,#2 Daybed Steps to Beach ~ 30 day min stay,31685027,Claude,,Kitsilano,49.2712,-123.15983,Private room,38,30,14,2019-01-31,0.36,13,255
9886100,#4 Ocean proximity unit/30 day or longer stays,31685027,Claude,,Kitsilano,49.27261,-123.15889,Private room,46,30,29,2017-03-31,0.73,13,287
9886166,#5 Private suite/minimum 30 night stay,31685027,Claude,,Kitsilano,49.27268,-123.15841,Private room,38,30,29,2016-10-31,0.73,13,266
9896993,Next to Arena. Cozy 1bdr Downtown,28984402,Monita,,Downtown,49.27861,-123.10794,Private room,130,1,54,2019-04-14,1.32,1,12
9901027,Private Room + Shared Bathrooms in Boutique Hotel,48804113,Brian,,Downtown,49.28385,-123.11252,Private room,98,1,66,2019-05-01,1.61,2,186
9901268,Prime Location Suite Sleeps 8,3656529,Manager,,Kerrisdale,49.22488,-123.14739,Entire home/apt,99,31,16,2018-06-12,0.42,3,315
9906043,#205 Extended Stay Vancouver,1311952,Zul,,Mount Pleasant,49.26372,-123.08687,Entire home/apt,79,30,5,2019-01-15,0.13,9,317
9906124,#305 Extended Stay Vancouver,1311952,Zul,,Mount Pleasant,49.2634,-123.08741,Entire home/apt,93,30,1,2018-07-17,0.10,9,316
9906170,#311 -Extended Stay Vancouver,1311952,Zul,,Mount Pleasant,49.26369,-123.08537,Entire home/apt,79,30,5,2019-01-31,0.52,9,347
9956536,Waterfront Upscale Condo Balcony Parking 1 Month,14610502,Alinebich,,Downtown,49.27566,-123.11351,Entire home/apt,79,30,1,2018-08-05,0.11,4,131
9979381,"Bright, Lovely, Spacious, Central",48820525,Marc,,Mount Pleasant,49.25693,-123.09262,Entire home/apt,136,3,10,2019-01-17,0.24,2,0
9997018,EpiCenter of Downtown Vancouver,3322593,Ricardo,,Downtown,49.28482,-123.11753,Entire home/apt,400,18,4,2019-02-02,0.10,1,39
9997055,Home away from home ...,51357200,Kam,,Downtown,49.27933,-123.10941,Entire home/apt,150,5,54,2019-05-12,2.76,1,54
10060002,Gorgeous Duplex in Kitsilano,16302280,Ginger,,Kitsilano,49.2593,-123.15626,Entire home/apt,195,3,1,2019-02-15,0.34,1,138
10089310,Private Room @ Bright Central Space,48820525,Marc,,Mount Pleasant,49.25792,-123.09371,Private room,52,1,87,2019-04-01,2.69,2,57
10151493,Lg Executive SubPH oceanview,2021201,Sheri,,Downtown Eastside,49.28065,-123.1092,Entire home/apt,180,3,4,2019-04-12,0.11,2,11
10154874,Downtown Davie 1 bed condo 720sq/ft,10057959,Kris,,Downtown,49.27838,-123.12793,Entire home/apt,205,2,41,2019-02-11,1.23,1,0
10231101,Zen Den Kitsilano Beach Paradise,9562903,Reva,,Kitsilano,49.27119,-123.15528,Entire home/apt,150,30,27,2018-08-24,0.72,1,346
10237037,Lovely Room in Vancouver Zone 1 + Breakfast,24157776,Marcella,,Renfrew-Collingwood,49.24022,-123.04301,Private room,64,30,26,2018-09-30,0.69,2,132
10248579,Cozy Private Studio Near The Drive,23464606,Prab,,Kensington-Cedar Cottage,49.2448,-123.0658,Entire home/apt,58,4,236,2019-04-28,5.91,1,26
10282876,Private Guestroom in Boutique Hotel,48804113,Brian,,Downtown,49.28272,-123.11368,Private room,85,1,127,2019-05-08,3.14,2,73
10338429,Beautiful Furnished Apt. in Van for 3 month Lease!,53204232,Hailey,,Mount Pleasant,49.25793,-123.08834,Entire home/apt,75,60,1,2016-07-05,0.03,1,0
10360526,Sweet spot in Hastings-Sunrise,2625666,Brielle,,Hastings-Sunrise,49.27978,-123.0522,Private room,46,2,93,2019-05-06,2.35,1,89
10472216,Vancouver great location,53967300,Carlos,,Kitsilano,49.2626,-123.15377,Entire home/apt,125,30,21,2019-03-30,0.53,3,296
10473928,"Big Room, Great Location, Vancouver,  Zone 1",52256151,Saras,,Killarney,49.23096,-123.02663,Private room,40,3,58,2019-04-30,1.45,2,8
10487713,Great Space in the East Village,13377254,Suli,,Hastings-Sunrise,49.27662,-123.04938,Entire home/apt,95,30,24,2019-03-08,0.69,1,172
10488937,Downtown Exec Home Office Retreat 7th Floor Heaven,5378223,Chad,,West End,49.28459,-123.13179,Entire home/apt,99,90,2,2017-11-30,0.06,1,224
10523480,West end haven,5581249,Lisa,,West End,49.28685,-123.13535,Entire home/apt,99,3,140,2019-05-11,3.54,1,10
10541223,"Vancouver, Apartment Garden Level/Bsmt Suite",54357959,Paula,,South Cambie,49.25394,-123.11991,Entire home/apt,85,1,129,2019-05-13,3.62,1,0
10553039,Kits Kutie 6 block stroll to the Beach,9895652,Catherine,,Kitsilano,49.26671,-123.16564,Entire home/apt,158,3,19,2018-05-31,0.54,1,71
10566812,YALETOWN LIVING AT ITS FINEST,53624500,Marco,,Downtown,49.27461,-123.12218,Entire home/apt,105,2,52,2019-05-03,1.38,1,123
10569044,On The Waterfront-Quiet Kits Retreat With Views!,11241353,Devorah,,Kitsilano,49.27051,-123.17734,Entire home/apt,275,5,30,2019-05-02,0.82,2,113
10569670,Modern Yaletown Condo,32600170,Ben & Bex,,Downtown,49.27564,-123.1277,Entire home/apt,150,2,42,2019-04-26,1.42,1,256
10598712,New 1200sqft Spacious Central Netflix Pool Aircon,8763079,Sandy And Connor,,West End,49.28371,-123.12292,Entire home/apt,700,4,45,2019-04-24,1.22,1,287
10598772,NEW EXECUTIVE BASEMENT SUITE WITH PRIVATE ENTRANCE,29221250,Larry,,Marpole,49.20773,-123.14482,Entire home/apt,93,5,44,2019-04-03,1.16,1,310
10612995,Bright corner suite loft.,5970582,Megan,,Fairview,49.26516,-123.14034,Entire home/apt,200,3,20,2018-10-04,0.57,1,7
10618317,Willow Tree Fort,36640532,Ned & Anita,,Kensington-Cedar Cottage,49.24414,-123.07232,Entire home/apt,81,3,3,2018-10-01,0.18,1,0
10619890,Garden Suite Character House,555339,Kyle,,Grandview-Woodland,49.27212,-123.06452,Entire home/apt,90,3,123,2019-05-12,3.04,2,176
10619943,"Skylight, Private Room & 1/2 bath Commercial Drive",555339,Kyle,,Grandview-Woodland,49.27208,-123.06558,Private room,50,2,11,2019-05-09,0.29,2,19
10635795,Penthouse 3br 2bth Pool by BC Place,54907938,Miguel,,Downtown,49.28097,-123.10887,Entire home/apt,600,30,16,2019-01-07,0.40,1,338
10654479,On The Waterfront in Kitsilano -City & OceanViews!,11241353,Devorah,,Kitsilano,49.2705,-123.17758,Entire home/apt,325,5,32,2019-04-22,0.93,2,185
10722665,Kitsilano Townhouse,24710526,John,,Kitsilano,49.26884,-123.1472,Entire home/apt,200,30,35,2019-03-30,0.92,1,217
10811008,Licensed Hotel: Residency Boutique Suite + Parking,2693243,John,,Downtown,49.28538,-123.11767,Private room,160,3,23,2019-04-19,0.59,4,76
10837935,Modern Loft in the Heart of the City,56127579,Ina,,Downtown,49.27867,-123.12192,Entire home/apt,499,1,275,2019-05-03,7.15,1,230
10851958,Westside Character Home,18103016,Nicola,,Dunbar Southlands,49.24731,-123.17147,Entire home/apt,495,3,22,2019-04-28,0.61,1,288
10867374,Waterfront Luxury Corner Suite + Balcony Min 1 M!,46727751,Oliver & Dave,,Downtown,49.27577,-123.11341,Entire home/apt,199,30,37,2018-11-07,0.93,2,198
10878270,BEST LOCATION! ENTIRE HOME with AC for 3!,56359094,Jessy,,Downtown,49.28038,-123.12503,Entire home/apt,89,2,170,2019-04-13,4.28,1,36
10908114,Olympic Village - new & tasteful - Gorgeous views!,6856599,Shaina,,Mount Pleasant,49.27252,-123.10109,Private room,119,2,30,2019-05-05,1.26,1,10
10924322,Modern Downtown Loft,54258070,Ken,,Downtown Eastside,49.28171,-123.10604,Entire home/apt,180,3,54,2019-01-04,1.40,1,28
10929677,Tranquility in the Heart of Downtown,56662845,Kenji,,Downtown,49.27929,-123.12559,Entire home/apt,150,3,179,2019-05-05,4.54,1,46
10946286,Very Vancouver! Main St. Apartment,9073956,Sylvia,,Downtown Eastside,49.27839,-123.10022,Entire home/apt,136,32,41,2016-09-08,1.08,1,0
10948140,Ultra Modern Loft in Gastown,56524149,Rolande,,Downtown Eastside,49.28362,-123.1044,Entire home/apt,201,3,23,2019-03-31,0.64,1,53
10962867,"Bright, open space nestled in the west end",5695315,Matt & Rachel,,West End,49.28681,-123.13577,Entire home/apt,174,7,8,2018-08-06,0.22,1,22
10964894,GREAT 1 BDRM in DOWNTOWN,56878312,Dani & Bob,,Downtown,49.27648,-123.12491,Entire home/apt,97,89,27,2019-02-04,0.73,1,310
10992078,Cozy Modern 2BR Suite Near UBC,37451224,Karen,,Dunbar Southlands,49.25341,-123.17778,Entire home/apt,119,2,122,2019-04-27,3.10,1,245
11004032,Luxurious suite  in Vancouver’s tallest building!,56755116,Hospitality,,West End,49.28538,-123.12412,Entire home/apt,260,1,123,2019-05-05,3.12,1,322
11086382,2 Bdrm Kits Condo with Views,29412479,Leslie-Ann And Suzanne,,Kitsilano,49.26705,-123.15377,Entire home/apt,233,30,17,2017-08-06,0.44,6,127
11102652,Modern Olympic Village walk-up,5775298,Rich,,Mount Pleasant,49.27078,-123.10193,Entire home/apt,150,365,32,2018-08-21,0.84,1,365
11107913,"MODERN, BRIGHT, CLEAN 2 BDRM SUITE",7803388,Ryan,,Kensington-Cedar Cottage,49.24463,-123.09019,Entire home/apt,174,3,61,2018-08-10,1.55,2,87
11123681,Beautiful Quiet English Heritage Vacation Home,6203239,Darrell,,Dunbar Southlands,49.23543,-123.18626,Entire home/apt,301,4,3,2018-08-27,0.14,1,281
11203049,Townhouse Guest Room & Bath | Near Downtown,16713896,Christopher,,Fairview,49.26032,-123.12052,Private room,75,3,93,2019-05-06,2.36,1,87
11207279,"Bright, Relaxed Apartment Overlooking Stanley Park",5154126,Connie,,West End,49.29229,-123.13624,Entire home/apt,119,30,64,2018-09-27,1.65,1,55
11228273,Stunning 2bd right in the action,8374150,Jay,,Downtown,49.27962,-123.10661,Entire home/apt,129,30,125,2019-01-25,3.18,2,107
11242550,Single bedroom with private access,34594484,Michelle,,Renfrew-Collingwood,49.25487,-123.03369,Private room,46,30,32,2019-02-24,0.95,1,241
11261229,The Patio Suite @ Grandview House,21294269,Robert,,Grandview-Woodland,49.27247,-123.07137,Entire home/apt,160,5,63,2019-04-24,1.66,3,245
11295563,Work or Play?  Book Kits Today!,22767800,James,,Kitsilano,49.26852,-123.16401,Entire home/apt,140,1,264,2019-04-28,7.07,1,13
11305898,Clean Two Bedroom Suite -10 min from DT Van,59106857,Pepe,,Hastings-Sunrise,49.27144,-123.05007,Entire home/apt,90,3,21,2019-05-07,0.90,1,22
11317795,#22 Suite by BEACH can't be beat!  30 day min stay,31685027,Claude,,Kitsilano,49.27233,-123.15986,Private room,38,30,23,2018-11-06,0.59,13,287
11338565,125 Furnished 1 Bedroom Westside,600607,Bruce,,Fairview,49.26706,-123.13887,Entire home/apt,99,30,0,,,51,0
11344307,Quiet Mount Pleasant 1 Bd APRT (Avail 31 Days Min),7550944,Adrian,,Strathcona,49.26807,-123.09652,Entire home/apt,81,31,12,2019-02-23,0.50,1,48
11355778,Pet lovers! Cute East Van suite,2777263,Tami,,Grandview-Woodland,49.27219,-123.06629,Entire home/apt,75,2,15,2016-09-15,0.41,1,45
11361362,Charming cottage in awesome area,2431760,Charlie,,Kensington-Cedar Cottage,49.25789,-123.07012,Entire home/apt,200,5,13,2018-08-26,0.38,1,29
11371279,Views!!!  Water and mountains. Private,9881641,Rani,,Hastings-Sunrise,49.29065,-123.04597,Entire home/apt,90,1,56,2019-04-26,1.51,1,7
11372212,Private bedroom in spacious home,7657825,Lidia,,Killarney,49.2144,-123.0252,Private room,68,3,15,2018-12-15,0.40,2,131
11378706,Kitsilano Heritage House,38522611,Abigail And Milton,,Kitsilano,49.26717,-123.16634,Entire home/apt,350,3,11,2018-07-28,0.32,1,0
11393844,"Comfy, Artsy, 3-Bed Downtown House (Semi-Detached)",14054756,Sean,,Downtown Eastside,49.27815,-123.08831,Entire home/apt,350,2,94,2019-04-21,2.65,1,182
11396241,The Flats on Georgia,57153336,Armand,,Downtown Eastside,49.27828,-123.10003,Entire home/apt,85,2,203,2019-05-12,5.25,2,27
11399724,Centrally-located character home,5835940,Natalia,,South Cambie,49.2565,-123.12034,Private room,87,1,31,2018-09-22,0.88,1,140
11401593,Modern 2 bedroom 1100 SF  in Kitsilano,9567509,Dee,,Kitsilano,49.25934,-123.1702,Entire home/apt,250,3,103,2019-05-06,2.76,1,282
11417632,#26 Private Unit~Steps to Kits Beach! Min. 30 day.,31685027,Claude,,Kitsilano,49.27284,-123.15895,Private room,38,30,21,2019-04-18,0.55,13,195
11424428,Unbeatable VIEW! Luxury Condo w/PARKING -Sleeps 6!,60005882,Sandy,,Downtown,49.27977,-123.107,Entire home/apt,268,1,332,2019-05-12,8.58,3,187
11441600,Kitsilano Apartment by the Beach!,60126510,Tim,,Kitsilano,49.27505,-123.14923,Entire home/apt,130,30,53,2018-08-24,1.36,1,0
11454817,129 VIEW!!  2 Bedroom Furnished Harbourside Park,600607,Bruce,,Downtown,49.29046,-123.12615,Entire home/apt,129,32,3,2019-01-01,0.08,51,41
11456532,Beautiful suite 15 min. from down town Vancouver.,13356770,Johanna,,Riley Park,49.23419,-123.09672,Entire home/apt,150,31,30,2019-01-31,0.89,1,237
11464092,Cozy Studio in the Downtown Van,16152564,Adrian,,West End,49.28749,-123.129,Entire home/apt,105,30,19,2019-01-25,0.50,2,0
11472229,"CLEAN, MODERN KERRISDALE ONE BEDROOM SUITE",60361091,Rachelle,,Kerrisdale,49.22668,-123.15753,Entire home/apt,95,2,127,2019-05-08,3.58,1,10
11478198,KITSILANO WATERFRONT-BEACHSIDE . AMAZING SUNSETS,6686074,Blake,,Kitsilano,49.27197,-123.15441,Entire home/apt,140,180,0,,,1,365
11482095,BRIGHT CONDO HEART OF OLYM. VILLAGE,32443862,Vancouver Furnished Rentals,,Mount Pleasant,49.27134,-123.10701,Entire home/apt,140,30,20,2017-01-01,0.52,4,0
11511621,"#30 Ocean View, steps to BEACH!  Min 30 day stay.",31685027,Claude,,Kitsilano,49.27266,-123.15812,Private room,50,30,10,2016-08-24,0.28,13,291
11512985,Contemporary Coach House in the Heart of Vancouver,60671485,Vivian,,Riley Park,49.24919,-123.11056,Entire home/apt,156,4,69,2019-03-30,1.83,1,244
11531546,VGH UBC Executive Luxury Bright 1BR Apartment,6117410,Pamela,,Fairview,49.26097,-123.11724,Entire home/apt,95,30,26,2019-04-06,0.68,4,240
11534370,Designer's Apartment in Trendy Area,1421788,Sam,,Grandview-Woodland,49.28066,-123.06012,Entire home/apt,111,30,10,2017-03-16,0.28,1,0
11548616,A sweet little East Van suite,22893837,Am And John,,Hastings-Sunrise,49.28042,-123.04314,Entire home/apt,75,3,85,2019-04-25,2.37,1,15
11549700,Vancouver Home - A Large Queen Bedroom,60939105,Thanh,,Kensington-Cedar Cottage,49.24722,-123.06408,Private room,50,30,4,2017-09-30,0.11,2,277
11550915,Vancouver House-A Spacious Private Queen Bedroom,60939105,Thanh,,Kensington-Cedar Cottage,49.24617,-123.06563,Private room,46,30,5,2018-03-31,0.14,2,132
11584605,City Center Modern One Bedroom,1103248,Courtney,,West End,49.28002,-123.13045,Entire home/apt,140,7,37,2019-04-05,0.96,1,81
11588321,Downtown Vancouver Robson Street,13642191,Jay,,Downtown,49.27743,-123.11593,Entire home/apt,191,2,13,2018-12-30,0.34,1,137
11589159,Unbelievable Downtown Luxury PH License # (Phone number hidden by Airbnb),52041965,Steve,,Downtown,49.28054,-123.10822,Entire home/apt,502,2,111,2019-05-07,2.92,1,327
11592162,2 Bedroom Suite near Commercial Dr.,19079579,Myriam,,Grandview-Woodland,49.27689,-123.0595,Entire home/apt,160,1,124,2019-03-24,3.36,1,202
11624015,Modern new home in the heart of Van,51695,Natasha & Paolo,,Riley Park,49.24789,-123.09152,Entire home/apt,794,3,12,2018-09-11,0.35,2,262
11638140,"Beautiful, bright & sunny  3BR in Posh Kitsilano",55967577,Mirriam,,Kitsilano,49.27016,-123.17465,Entire home/apt,380,3,66,2019-04-26,1.87,1,234
11656423,"Great location,new clean appt",61851001,Taryn,,Mount Pleasant,49.2644,-123.09918,Private room,101,2,10,2018-09-27,0.28,2,337
11656829,Bright Modern room queen bed,61851001,Taryn,,Mount Pleasant,49.2651,-123.10038,Private room,125,2,41,2018-10-18,1.18,2,307
11658351,Walk to the beach and the City,43991868,Chris,,Kitsilano,49.27643,-123.1495,Entire home/apt,117,30,32,2019-01-16,0.85,1,282
11672441,PERFECTION IN THE HEART OF DOWNTOWN,61023798,E & J,,Downtown,49.28121,-123.11955,Entire home/apt,70,2,38,2019-05-03,1.01,1,80
11677580,Walk Everywhere! Sunny 1Br Downtown Vancouver,9131668,Michèle,,Downtown,49.27915,-123.12332,Entire home/apt,162,3,89,2019-05-07,2.32,1,106
11677752,"Live in a sunny, gorgeous laneway house",62021356,Anneke,,Sunset,49.22848,-123.10016,Entire home/apt,110,7,9,2018-07-05,0.25,1,8
11681056,Spacious 2 bed in desired kits!,14046955,Nicole,,Kitsilano,49.26484,-123.14637,Entire home/apt,200,2,9,2018-12-29,0.26,2,0
11697096,Downtown Room+Free Parking+Gym&SwimmingPool&HotTub,62159536,Sarah,,Downtown,49.27852,-123.1095,Private room,30,1,60,2019-05-05,1.58,1,119
11722747,VGH UBC Executive Bright Luxury Studio Apartment,6117410,Pamela,,Fairview,49.25862,-123.11678,Entire home/apt,90,30,34,2019-02-10,0.91,4,0
11723607,Room With a View + Parking,48589140,Michael,,Downtown,49.27755,-123.12856,Entire home/apt,125,2,67,2019-05-10,1.77,1,213
11734381,Master Bedroom with 1/2 Bath,12310952,Cléo & Carl,,Marpole,49.21289,-123.11107,Private room,44,30,33,2018-08-29,0.95,4,283
11754443,"Spacious, sunny renovated 1950s suite",62543120,Milovan,,West Point Grey,49.26424,-123.20327,Entire home/apt,168,30,2,2018-06-30,0.06,1,127
11757858,2BR Downtown Central Location w/ a View,29829342,Dennis,,Downtown,49.27892,-123.10812,Entire home/apt,225,2,213,2019-05-11,5.57,1,44
11759653,SUNNY DECK 1 BLOCK FROM OCEAN,5754010,Ryan,,Kitsilano,49.27206,-123.18353,Private room,52,30,14,2018-12-01,0.38,6,329
11775806,CC's Home,62351578,Li,,West Point Grey,49.26309,-123.21067,Private room,118,1,2,2019-04-27,2,2,104
11802386,Main Street Studio Retreat,48971,Scott And Shira,,Riley Park,49.24666,-123.10268,Entire home/apt,110,2,203,2019-05-10,5.31,1,14
11851708,Main & King Garden Apartment,63122562,Tamara & Steve,,Riley Park,49.24875,-123.10395,Entire home/apt,145,1,54,2019-05-09,4.14,1,237
11868866,YALETOWN SKYLINE TOWNHOUSE W/ POOL AND PARKING,1340389,Susan,,Downtown,49.2778,-123.1204,Entire home/apt,400,2,101,2019-04-24,2.65,4,159
11906047,EYES ON KNIGHT-Spacious 2 B/R suite with Parking,54545860,Gaye,,Kensington-Cedar Cottage,49.25115,-123.07598,Entire home/apt,150,2,119,2019-05-05,3.13,1,197
11911136,Kitsilano Heritage Suite,21102911,Georgia,,Kitsilano,49.26794,-123.17133,Entire home/apt,140,31,7,2017-11-25,0.19,1,156
11922799,Bright Yaletown Studio Sunset Beach at English Bay,63610793,Jenny,,Downtown,49.27581,-123.13245,Entire home/apt,136,3,12,2019-05-03,0.36,1,42
11941603,Stunning Kits Oasis!!!,63753823,Jeremy,,Kitsilano,49.26926,-123.16807,Private room,76,1,146,2019-04-22,3.96,1,281
11949456,Jaipur Rm Water View DT Priv bath,2021201,Sheri,,Downtown Eastside,49.28079,-123.10907,Private room,148,2,36,2019-05-02,0.99,2,190
11950355,New Duplex in East Vancouver,15546052,Amanda,,Mount Pleasant,49.26127,-123.07975,Entire home/apt,350,4,1,2018-08-04,0.11,1,0
11950920,Beachfront Basement with Hot Tub and Steam Room,36040844,Deb And Jim,,West Point Grey,49.27058,-123.20692,Entire home/apt,162,4,77,2019-05-05,2.15,3,256
11986499,Cozy and quiet in beautiful kits!,14046955,Nicole,,Fairview,49.26572,-123.13982,Entire home/apt,115,2,11,2018-08-04,0.39,2,28
11989496,Kitsilano home 10min walk to beach,26507856,Janine,,Kitsilano,49.25856,-123.17376,Private room,95,2,58,2019-04-25,1.53,1,54
12005783,Vancouver dowtown executive apartament,64206430,Eduardo,,Downtown,49.28792,-123.12648,Entire home/apt,200,3,84,2019-05-11,3.93,2,154
12033935,Beach Nest-Best Location!,4484250,Karen,,Kitsilano,49.27228,-123.16009,Entire home/apt,130,2,57,2019-04-30,1.53,9,261
12042090,COZY 2 BDRM APT BY VGH & CITYHALL,32443862,Vancouver Furnished Rentals,,Mount Pleasant,49.262,-123.11001,Entire home/apt,299,30,28,2017-08-11,0.75,4,90
12044153,Charming 2BDR Suite- Parking- W/D -Heart of Kits,64488310,Amanda,,Kitsilano,49.25892,-123.16444,Entire home/apt,195,30,25,2018-08-16,0.66,4,288
12053816,Hip Strathcona Sunny Garden Suite  rental,9092549,Howard,,Downtown Eastside,49.27854,-123.08908,Entire home/apt,90,30,245,2019-04-13,6.54,1,0
12057622,Cozy 1 bed/den Vintage Chic condo,54299943,Jamie,,Kitsilano,49.26988,-123.16777,Entire home/apt,115,30,112,2019-04-27,3.03,1,266
12065039,Bright Modern top floor,34793582,Kevin,,Mount Pleasant,49.26531,-123.10602,Entire home/apt,352,30,14,2018-08-17,0.40,4,307
12068245,Beautiful 3 Bdm House - Fraser/Main,7803388,Ryan,,Kensington-Cedar Cottage,49.24684,-123.09017,Entire home/apt,361,2,29,2018-08-05,0.78,2,228
12075601,Room in Downtown City Center (1 month min stay),7013257,Mj,,Downtown,49.28128,-123.12103,Private room,56,31,59,2019-05-08,1.60,1,270
12082517,Beautiful oakridge 3 bedroom 2 bath entire suite,64755102,Yongjie,,Oakridge,49.23236,-123.12581,Entire home/apt,160,3,13,2016-09-05,0.35,2,11
12116226,Spacious 2 Bedroom Suite at Kensington,20148233,Molly,,Kensington-Cedar Cottage,49.24328,-123.07454,Entire home/apt,70,2,86,2018-09-28,2.29,2,85
