"Station Name","ESQUIMALT HARBOUR"
"Province","BRITISH COLUMBIA"
"Current Station Operator","Environment and Climate Change Canada - Meteorological Service of Canada"
"Latitude","48.43"
"Longitude","-123.44"
"Elevation","3.00"
"Climate Identifier","1012710"
"WMO Identifier","71798"
"TC Identifier","WPF"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2018-01-11","2018","01","11","","6.9","","3.9","","5.4","","12.6","","0.0","","","M","","M","29.2","","","","36","","35",""
"2018-01-12","2018","01","12","","7.8","","3.8","","5.8","","12.2","","0.0","","","M","","M","1.0","","","","","","<31",""
"2018-01-13","2018","01","13","","8.5","","6.7","","7.6","","10.4","","0.0","","","M","","M","0.8","","","","","","<31",""
"2018-01-14","2018","01","14","","10.6","","6.6","","8.6","","9.4","","0.0","","","M","","M","0.0","","","","1","","33",""
"2018-01-15","2018","01","15","","11.1","","7.4","","9.3","","8.7","","0.0","","","M","","M","0.0","","","","36","","33",""
"2018-01-16","2018","01","16","","11.9","","5.5","","8.7","","9.3","","0.0","","","M","","M","0.4","","","","","","<31",""
"2018-01-17","2018","01","17","","11.9","","6.7","","9.3","","8.7","","0.0","","","M","","M","7.0","","","","8","","35",""
"2018-01-18","2018","01","18","","10.8","","6.1","","8.5","","9.5","","0.0","","","M","","M","2.8","","","","17","","41",""
"2018-01-19","2018","01","19","","7.5","","4.4","","6.0","","12.0","","0.0","","","M","","M","1.8","","","","21","","32",""
"2018-01-20","2018","01","20","","8.2","","4.9","","6.6","","11.4","","0.0","","","M","","M","3.6","","","","22","","39",""
"2018-01-21","2018","01","21","","9.6","","5.4","","7.5","","10.5","","0.0","","","M","","M","6.4","","","","24","","56",""
"2018-01-22","2018","01","22","","8.5","","4.0","","6.3","","11.7","","0.0","","","M","","M","7.8","","","","25","","44",""
"2018-01-23","2018","01","23","","7.9","","4.1","","6.0","","12.0","","0.0","","","M","","M","15.8","","","","9","","43",""
"2018-01-24","2018","01","24","","8.7","","3.8","","6.3","","11.7","","0.0","","","M","","M","1.8","","","","22","","46",""
"2018-01-25","2018","01","25","","7.0","","3.7","","5.4","","12.6","","0.0","","","M","","M","1.0","","","","24","","44",""
"2018-01-26","2018","01","26","","6.6","","3.8","","5.2","","12.8","","0.0","","","M","","M","1.4","","","","23","","39",""
"2018-01-27","2018","01","27","","8.5","","4.9","","6.7","","11.3","","0.0","","","M","","M","3.8","","","","23","","61",""
"2018-01-28","2018","01","28","","9.3","","6.2","","7.8","","10.2","","0.0","","","M","","M","9.6","","","","","","<31",""
"2018-01-29","2018","01","29","","9.7","","7.2","","8.5","","9.5","","0.0","","","M","","M","20.2","","","","22","","50",""
"2018-01-30","2018","01","30","","8.3","","4.6","","6.5","","11.5","","0.0","","","M","","M","6.4","","","","22","","54",""
"2018-01-31","2018","01","31","","6.1","","3.5","","4.8","","13.2","","0.0","","","M","","M","3.2","","","","","","<31",""
"2018-02-01","2018","02","01","","7.5","","4.4","","6.0","","12.0","","0.0","","","M","","M","10.0","","","","","","<31",""
"2018-02-02","2018","02","02","","11.3","","6.3","","8.8","","9.2","","0.0","","","M","","M","5.0","","","","25","","46",""
"2018-02-03","2018","02","03","","11.2","","8.5","","9.9","","8.1","","0.0","","","M","","M","1.0","","","","24","","37",""
"2018-02-04","2018","02","04","","11.9","","8.7","","10.3","","7.7","","0.0","","","M","","M","0.2","","","","23","","54",""
"2018-02-05","2018","02","05","","10.6","","7.4","","9.0","","9.0","","0.0","","","M","","M","0.0","","","","25","","52",""
"2018-02-06","2018","02","06","","8.5","","3.8","","6.2","","11.8","","0.0","","","M","","M","0.6","","","","","","<31",""
"2018-02-07","2018","02","07","","9.1","","7.7","","8.4","","9.6","","0.0","","","M","","M","0.4","","","","","","<31",""
"2018-02-08","2018","02","08","","10.6","","6.9","","8.8","","9.2","","0.0","","","M","","M","0.0","","","","23","","46",""
"2018-02-09","2018","02","09","","7.6","","3.4","","5.5","","12.5","","0.0","","","M","","M","0.2","","","","","","<31",""
"2018-02-10","2018","02","10","","5.7","","1.9","","3.8","","14.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-02-11","2018","02","11","","6.7","","2.9","","4.8","","13.2","","0.0","","","M","","M","0.0","","","","2","","43",""
"2018-02-12","2018","02","12","","5.5","","0.4","","3.0","","15.0","","0.0","","","M","","M","","M","","","3","","50",""
"2018-02-13","2018","02","13","","6.8","","0.0","","3.4","","14.6","","0.0","","","M","","M","","M","","","20","","33",""
"2018-02-14","2018","02","14","","7.2","","2.4","","4.8","","13.2","","0.0","","","M","","M","2.0","","","","","","<31",""
"2018-02-15","2018","02","15","","6.5","","1.1","","3.8","","14.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-02-16","2018","02","16","","8.0","","4.7","","6.4","","11.6","","0.0","","","M","","M","16.8","","","","23","","41",""
"2018-02-17","2018","02","17","","7.8","","4.0","","5.9","","12.1","","0.0","","","M","","M","21.2","","","","24","","76",""
"2018-02-18","2018","02","18","","5.6","","0.4","","3.0","","15.0","","0.0","","","M","","M","","M","","","2","","65",""
"2018-02-19","2018","02","19","","1.9","","-1.0","","0.5","","17.5","","0.0","","","M","","M","","M","","","1","","57",""
"2018-02-20","2018","02","20","","2.6","","-1.6","","0.5","","17.5","","0.0","","","M","","M","","M","","","","","<31",""
"2018-02-21","2018","02","21","","1.8","E","-1.0","E","0.4","E","17.6","E","0.0","E","","M","","M","","M","","","","M","","M"
"2018-02-22","2018","02","22","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2018-02-23","2018","02","23","","4.4","","-1.8","","1.3","","16.7","","0.0","","","M","","M","","M","","","17","","33",""
"2018-02-24","2018","02","24","","7.5","","1.5","","4.5","","13.5","","0.0","","","M","","M","3.0","","","","20","","50",""
"2018-02-25","2018","02","25","","6.9","","2.4","","4.7","","13.3","","0.0","","","M","","M","7.2","","","","24","","63",""
"2018-02-26","2018","02","26","","6.9","","-1.0","","3.0","","15.0","","0.0","","","M","","M","","M","","","21","","32",""
"2018-02-27","2018","02","27","","8.3","","4.6","","6.5","","11.5","","0.0","","","M","","M","0.6","","","","22","","52",""
"2018-02-28","2018","02","28","","7.1","","5.1","","6.1","","11.9","","0.0","","","M","","M","0.2","","","","7","","43",""
"2018-03-01","2018","03","01","","8.8","","3.6","","6.2","","11.8","","0.0","","","M","","M","0.2","","","","23","","48",""
"2018-03-02","2018","03","02","","6.5","","2.5","","4.5","","13.5","","0.0","","","M","","M","5.0","","","","","","<31",""
"2018-03-03","2018","03","03","","7.9","","2.6","","5.3","","12.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-03-04","2018","03","04","","7.9","","1.2","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","22","","37",""
"2018-03-05","2018","03","05","","7.8","","4.1","","6.0","","12.0","","0.0","","","M","","M","0.0","","","","24","","33",""
"2018-03-06","2018","03","06","","9.4","","2.5","","6.0","","12.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-03-07","2018","03","07","","8.0","","2.7","","5.4","","12.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-03-08","2018","03","08","","9.6","","5.0","","7.3","","10.7","","0.0","","","M","","M","1.2","","","","25","","43",""
"2018-03-09","2018","03","09","","9.6","","3.9","","6.8","","11.2","","0.0","","","M","","M","0.6","","","","24","","50",""
"2018-03-10","2018","03","10","","10.1","","2.3","","6.2","","11.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-03-11","2018","03","11","","13.8","","4.0","","8.9","","9.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-03-12","2018","03","12","","16.7","","5.9","","11.3","","6.7","","0.0","","","M","","M","0.0","","","","1","","33",""
"2018-03-13","2018","03","13","","14.0","","8.4","","11.2","","6.8","","0.0","","","M","","M","0.6","","","","26","","33",""
"2018-03-14","2018","03","14","","10.4","","5.6","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","23","","44",""
"2018-03-15","2018","03","15","","10.7","","3.7","","7.2","","10.8","","0.0","","","M","","M","0.0","","","","5","","32",""
"2018-03-16","2018","03","16","","9.7","","2.2","","6.0","","12.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-03-17","2018","03","17","","12.0","","2.4","","7.2","","10.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-03-18","2018","03","18","","10.3","","5.3","","7.8","","10.2","","0.0","","","M","","M","0.2","","","","","","<31",""
"2018-03-19","2018","03","19","","9.5","","2.0","","5.8","","12.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-03-20","2018","03","20","","9.4","","2.8","","6.1","","11.9","","0.0","","","M","","M","0.2","","","","18","","35",""
"2018-03-21","2018","03","21","","10.7","","4.3","","7.5","","10.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2018-03-22","2018","03","22","","9.1","","4.1","","6.6","","11.4","","0.0","","","M","","M","1.0","","","","26","","56",""
"2018-03-23","2018","03","23","","8.0","","3.8","","5.9","","12.1","","0.0","","","M","","M","0.2","","","","","","<31",""
"2018-03-24","2018","03","24","","","M","4.0","E","","M","","M","","M","","M","","M","","M","","","17","","33",""
"2018-03-25","2018","03","25","","8.2","","0.9","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","21","","41",""
"2018-03-26","2018","03","26","","","M","5.9","E","","M","","M","","M","","M","","M","","M","","","","M","","M"
"2018-03-27","2018","03","27","","","","","","","","","","","","","","","","","","","","","","",""
"2018-03-28","2018","03","28","","","","","","","","","","","","","","","","","","","","","","",""
"2018-03-29","2018","03","29","","","","","","","","","","","","","","","","","","","","","","",""
"2018-03-30","2018","03","30","","","","","","","","","","","","","","","","","","","","","","",""
"2018-03-31","2018","03","31","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-01","2018","04","01","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-02","2018","04","02","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-03","2018","04","03","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-04","2018","04","04","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-05","2018","04","05","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-06","2018","04","06","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-07","2018","04","07","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-08","2018","04","08","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-09","2018","04","09","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-10","2018","04","10","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-11","2018","04","11","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-12","2018","04","12","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-13","2018","04","13","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-14","2018","04","14","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-15","2018","04","15","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-16","2018","04","16","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-17","2018","04","17","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-18","2018","04","18","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-19","2018","04","19","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-20","2018","04","20","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-21","2018","04","21","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-22","2018","04","22","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-23","2018","04","23","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-24","2018","04","24","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-25","2018","04","25","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-26","2018","04","26","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-27","2018","04","27","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-28","2018","04","28","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-29","2018","04","29","","","","","","","","","","","","","","","","","","","","","","",""
"2018-04-30","2018","04","30","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-01","2018","05","01","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-02","2018","05","02","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-03","2018","05","03","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-04","2018","05","04","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-05","2018","05","05","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-06","2018","05","06","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-07","2018","05","07","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-08","2018","05","08","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-09","2018","05","09","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-10","2018","05","10","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-11","2018","05","11","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-12","2018","05","12","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-13","2018","05","13","","","","","","","","","","","","","","","","","","","","","","",""
"2018-05-14","2018","05","14","","19.2","","11.8","","15.5","","2.5","","0.0","","","","","M","0.0","","","","","","",""
"2018-05-15","2018","05","15","","18.6","","12.3","","15.4","","2.6","","0.0","","","","","M","0.0","","","","","","",""
"2018-05-16","2018","05","16","","17.0","","11.5","","14.2","","3.8","","0.0","","","","","M","0.0","","","","","","",""
"2018-05-17","2018","05","17","","16.4","","11.2","","13.8","","4.2","","0.0","","","","","M","0.0","","","","","","",""
"2018-05-18","2018","05","18","","13.7","","10.7","","12.2","","5.8","","0.0","","","","","M","0.0","","","","","","",""
"2018-05-19","2018","05","19","","17.4","","11.2","","14.3","","3.7","","0.0","","","","","M","0.0","","","","23","","36",""
"2018-05-20","2018","05","20","","16.0","","12.4","","14.2","","3.8","","0.0","","","","","M","0.0","","","","23","","44",""
"2018-05-21","2018","05","21","","14.9","","11.3","","13.1","","4.9","","0.0","","","","","M","0.0","","","","","","",""
"2018-05-22","2018","05","22","","18.6","","10.3","","14.4","","3.6","","0.0","","","","","M","0.0","","","","","","",""
"2018-05-23","2018","05","23","","21.3","","11.3","","16.3","","1.7","","0.0","","","","","M","0.0","","","","24","","43",""
"2018-05-24","2018","05","24","","16.0","","12.2","","14.1","","3.9","","0.0","","","","","M","0.0","","","","24","","42",""
"2018-05-25","2018","05","25","","17.1","","10.6","","13.9","","4.1","","0.0","","","","","M","0.0","","","","24","","45",""
"2018-05-26","2018","05","26","","17.2","","11.2","","14.2","","3.8","","0.0","","","","","M","0.0","","","","25","","42",""
"2018-05-27","2018","05","27","","18.2","","10.7","","14.5","","3.5","","0.0","","","","","M","0.0","","","","25","","39",""
"2018-05-28","2018","05","28","","17.2","","11.0","","14.1","","3.9","","0.0","","","","","M","0.0","","","","25","","54",""
"2018-05-29","2018","05","29","","14.6","","10.5","","12.5","","5.5","","0.0","","","","","M","0.0","","","","24","","53",""
"2018-05-30","2018","05","30","","14.6","","8.7","","11.7","","6.3","","0.0","","","","","M","0.0","","","","26","","39",""
"2018-05-31","2018","05","31","","15.7","","10.4","","13.1","","4.9","","0.0","","","","","M","0.0","","","","24","","55",""
"2018-06-01","2018","06","01","","13.2","","10.3","","11.8","","6.2","","0.0","","","","","M","0.0","","","","25","","36",""
"2018-06-02","2018","06","02","","14.7","","10.7","","12.7","","5.3","","0.0","","","","","M","0.2","","","","","","",""
"2018-06-03","2018","06","03","","14.5","","11.7","","13.1","","4.9","","0.0","","","","","M","0.4","","","","24","","44",""
"2018-06-04","2018","06","04","","16.0","","9.2","","12.6","","5.4","","0.0","","","","","M","0.2","","","","24","","41",""
"2018-06-05","2018","06","05","","15.5","","10.0","","12.8","","5.2","","0.0","","","","","M","0.0","","","","","","",""
"2018-06-06","2018","06","06","","16.2","","9.4","","12.8","","5.2","","0.0","","","","","M","0.0","","","","","","",""
"2018-06-07","2018","06","07","","15.5","","12.0","","13.7","","4.3","","0.0","","","","","M","0.0","","","","","","",""
"2018-06-08","2018","06","08","","15.1","","10.7","","12.9","","5.1","","0.0","","","","","M","3.6","","","","27","","33",""
"2018-06-09","2018","06","09","","16.0","","8.6","","12.3","","5.7","","0.0","","","","","M","0.0","","","","23","","44",""
"2018-06-10","2018","06","10","","14.3","","10.0","","12.1","","5.9","","0.0","","","","","M","0.0","","","","24","","40",""
"2018-06-11","2018","06","11","","17.7","","7.9","","12.8","","5.2","","0.0","","","","","M","0.0","","","","23","","38",""
"2018-06-12","2018","06","12","","17.1","","9.0","","13.1","","4.9","","0.0","","","","","M","0.0","","","","","","",""
"2018-06-13","2018","06","13","","16.3","","11.0","","13.7","","4.3","","0.0","","","","","M","2.4","","","","22","","44",""
"2018-06-14","2018","06","14","","16.8","","11.3","","14.0","","4.0","","0.0","","","","","M","0.2","","","","22","","37",""
"2018-06-15","2018","06","15","","18.5","","10.5","","14.5","","3.5","","0.0","","","","","M","0.0","","","","","","",""
"2018-06-16","2018","06","16","","22.3","","11.4","","16.9","","1.1","","0.0","","","","","M","0.0","","","","","","",""
"2018-06-17","2018","06","17","","22.4","","11.6","","17.0","","1.0","","0.0","","","","","M","0.0","","","","","","",""
"2018-06-18","2018","06","18","","28.5","","12.9","","20.7","","0.0","","2.7","","","","","M","0.0","","","","25","","38",""
"2018-06-19","2018","06","19","","21.7","","11.3","","16.5","","1.5","","0.0","","","","","M","0.0","","","","24","","36",""
"2018-06-20","2018","06","20","","22.6","","11.5","","17.0","","1.0","","0.0","","","","","M","0.0","","","","18","","31",""
"2018-06-21","2018","06","21","","19.7","","13.2","","16.5","","1.5","","0.0","","","","","M","0.0","","","","22","","42",""
"2018-06-22","2018","06","22","","18.4","","12.8","","15.6","","2.4","","0.0","","","","","M","0.0","","","","25","","48",""
"2018-06-23","2018","06","23","","16.2","","12.4","","14.3","","3.7","","0.0","","","","","M","0.0","","","","18","","34",""
"2018-06-24","2018","06","24","","21.8","","11.4","","16.6","","1.4","","0.0","","","","","M","5.2","","","","25","","31",""
"2018-06-25","2018","06","25","","17.3","","12.7","","15.0","","3.0","","0.0","","","","","M","0.2","","","","23","","44",""
"2018-06-26","2018","06","26","","18.0","","12.2","","15.1","","2.9","","0.0","","","","","M","0.0","","","","","","",""
"2018-06-27","2018","06","27","","18.2","","11.3","","14.7","","3.3","","0.0","","","","","M","0.0","","","","17","","37",""
"2018-06-28","2018","06","28","","16.3","","12.4","","14.3","","3.7","","0.0","","","","","M","0.0","","","","24","","45",""
"2018-06-29","2018","06","29","","15.2","","11.5","","13.3","","4.7","","0.0","","","","","M","0.0","","","","","","",""
"2018-06-30","2018","06","30","","17.3","","11.4","","14.4","","3.6","","0.0","","","","","M","1.8","","","","25","","51",""
"2018-07-01","2018","07","01","","16.5","","13.1","","14.8","","3.2","","0.0","","","","","M","0.2","","","","23","","60",""
"2018-07-02","2018","07","02","","18.1","","12.1","","15.1","","2.9","","0.0","","","","","M","0.0","","","","26","","41",""
"2018-07-03","2018","07","03","","16.0","","10.5","","13.2","","4.8","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-04","2018","07","04","","25.0","","11.5","","18.2","","0.0","","0.2","","","","","M","0.0","","","","2","","39",""
"2018-07-05","2018","07","05","","24.0","","13.8","","18.9","","0.0","","0.9","","","","","M","0.0","","","","25","","36",""
"2018-07-06","2018","07","06","","22.4","","12.5","","17.4","","0.6","","0.0","","","","","M","0.0","","","","26","","41",""
"2018-07-07","2018","07","07","","18.1","","14.7","","16.4","","1.6","","0.0","","","","","M","0.0","","","","25","","34",""
"2018-07-08","2018","07","08","","19.9","","12.3","","16.1","","1.9","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-09","2018","07","09","","19.7","","14.5","","17.1","","0.9","","0.0","","","","","M","0.0","","","","26","","34",""
"2018-07-10","2018","07","10","","21.3","","14.0","","17.6","","0.4","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-11","2018","07","11","","19.8","","13.3","","16.5","","1.5","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-12","2018","07","12","","20.4","","12.5","","16.5","","1.5","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-13","2018","07","13","","19.2","","12.0","","15.6","","2.4","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-14","2018","07","14","","22.6","","11.6","","17.1","","0.9","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-15","2018","07","15","","22.9","","13.2","","18.0","","0.0","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-16","2018","07","16","","23.4","","12.2","","17.8","","0.2","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-17","2018","07","17","","23.0","","12.2","","17.6","","0.4","","0.0","","","","","M","0.0","","","","19","","38",""
"2018-07-18","2018","07","18","","22.1","","11.6","","16.9","","1.1","","0.0","","","","","M","0.0","","","","26","","50",""
"2018-07-19","2018","07","19","","18.4","","13.7","","16.0","","2.0","","0.0","","","","","M","0.0","","","","25","","41",""
"2018-07-20","2018","07","20","","16.6","","12.3","","14.4","","3.6","","0.0","","","","","M","0.0","","","","25","","35",""
"2018-07-21","2018","07","21","","17.2","","12.0","","14.6","","3.4","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-22","2018","07","22","","21.0","","12.9","","16.9","","1.1","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-23","2018","07","23","","23.8","","12.9","","18.3","","0.0","","0.3","","","","","M","0.0","","","","","","",""
"2018-07-24","2018","07","24","","22.1","","13.4","","17.8","","0.2","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-25","2018","07","25","","24.7","","13.1","","18.9","","0.0","","0.9","","","","","M","0.0","","","","","","",""
"2018-07-26","2018","07","26","","20.5","","12.6","","16.6","","1.4","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-27","2018","07","27","","24.3","","13.4","","18.9","","0.0","","0.9","","","","","M","0.0","","","","","","",""
"2018-07-28","2018","07","28","","21.5","","13.2","","17.3","","0.7","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-29","2018","07","29","","23.6","","11.9","","17.8","","0.2","","0.0","","","","","M","0.0","","","","","","",""
"2018-07-30","2018","07","30","","24.7","","12.8","","18.8","","0.0","","0.8","","","","","M","0.0","","","","","","",""
"2018-07-31","2018","07","31","","23.8","","13.5","","18.6","","0.0","","0.6","","","","","M","0.0","","","","19","","39",""
"2018-08-01","2018","08","01","","18.1","","13.3","","15.7","","2.3","","0.0","","","","","M","0.0","","","","20","","51",""
"2018-08-02","2018","08","02","","17.4","","13.2","","15.3","","2.7","","0.0","","","","","M","0.0","","","","19","","37",""
"2018-08-03","2018","08","03","","19.6","","14.0","","16.8","","1.2","","0.0","","","","","M","0.0","","","","","","",""
"2018-08-04","2018","08","04","","17.8","","13.4","","15.6","","2.4","","0.0","","","","","M","0.0","","","","","","",""
"2018-08-05","2018","08","05","","20.0","","12.6","","16.3","","1.7","","0.0","","","","","M","0.0","","","","","","",""
"2018-08-06","2018","08","06","","24.1","","13.9","","19.0","","0.0","","1.0","","","","","M","0.0","","","","","","",""
"2018-08-07","2018","08","07","","20.2","","13.7","","17.0","","1.0","","0.0","","","","","M","0.0","","","","","","",""
"2018-08-08","2018","08","08","","23.8","","12.7","","18.2","","0.0","","0.2","","","","","M","0.0","","","","","","",""
"2018-08-09","2018","08","09","","23.7","","12.8","","18.3","","0.0","","0.3","","","","","M","0.0","","","","","","",""
"2018-08-10","2018","08","10","","25.8","","13.0","","19.4","","0.0","","1.4","","","","","M","0.0","","","","25","","39",""
"2018-08-11","2018","08","11","","19.8","","14.1","","16.9","","1.1","","0.0","","","","","M","2.0","","","","24","","37",""
"2018-08-12","2018","08","12","","17.8","","12.7","","15.3","","2.7","","0.0","","","","","M","0.0","","","","","","",""
"2018-08-13","2018","08","13","","18.2","","11.9","","15.1","","2.9","","0.0","","","","","M","0.0","","","","","","",""
"2018-08-14","2018","08","14","","21.1","","12.7","","16.9","","1.1","","0.0","","","","","M","0.0","","","","","","",""
"2018-08-15","2018","08","15","","20.8","","12.5","","16.6","","1.4","","0.0","","","","","M","0.0","","","","","","",""
"2018-08-16","2018","08","16","","22.3","","12.8","","17.6","","0.4","","0.0","","","","","M","0.0","","","","23","","32",""
"2018-08-17","2018","08","17","","16.4","","12.6","","14.5","","3.5","","0.0","","","","","M","0.0","","","","","","",""
"2018-08-18","2018","08","18","","17.3","","11.7","","14.5","","3.5","","0.0","","","","","M","0.0","","","","","","",""
